"PROJETO_AMOSTRAGEM";"PROJETO_PUBLICACAO";"CENTRO_CUSTO";"CLASSE";"NUM_CAMPO";"NUM_LAB";"DATA_VISITA";"ABERTURA";"LEITURA";"JOB";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CA_PCT";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"FE_PCT";"LA_PPM";"MG_PCT";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"TI_PCT";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"OBSERVACAO";"LONGITUDE";"LATITUDE";"PROJETO";"OS";"ACAO";"AREA";"LAT";"LONG";"PRECISAO";"CENTRO_CUS";"DTVISITA";"DESCAMOSTR";"MATCOLETAD";"ROCHMATRIZ";"INTEMROCHA";"ALTERROCHA";"TIPMINERAL";"GRAUARREDO";"VOLUME_L";"P_BATEIA_G";"GRANULMAX";"GRANULMIN";"COMPOS_PCT";"CORSED_SOL";"EH_MILIVOL";"PH";"METALPESAD";"OBS_CAMPO";"FONTEAMOST";"DESCROCHA";"IDADEROCH1";"IDADEROCH2";"PLUVIOSIDA";"VEGETACAO";"TOPOGRAFIA";"SITUACAO";"IGNEAROCHA";"ESTRUTURAL";"FORMADEPOS";"MODO_DEPOS";"LARG_RIO_M";"PROF_RIO_M";"VELOC_CORR";"NIVEL_DAGU";"AREADRENAG";"TURBIDEZ";"POSICAO";"COR_AGUA";"HORIZ_SOLO";"TIPO_SOLO";"AMBBIOTICO";"GEOMETRY";"F_PPM";"U_PPM"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-083";"DAF233";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"< 10";"70";"< 1";"ND";"< 0,05";"ND";"< 5";"70";"15";"5";"30";"0,02";"200";"ND";"10";"10";"50";"ND";"10";"ND";"ND";"> 1";"70";"ND";"20";"ND";"1000";NA;"-53,745051902";"-3,92654061";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,926541";"-53,745052";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,745051902, -3,92654061)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-084";"DAF234";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"< 10";"100";"< 1";"ND";"< 0,05";"ND";"5";"100";"15";"5";"50";"0,02";"300";"< 5";"20";"15";"50";"ND";"15";"ND";"ND";"> 1";"100";"ND";"30";"ND";"> 1000";NA;"-53,745051902";"-3,92654061";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,926541";"-53,745052";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,745051902, -3,92654061)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-085";"DAF235";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"10";"50";"< 1";"ND";"< 0,05";"ND";"< 5";"30";"7";"1,5";"20";"0,03";"150";"5";"15";"10";"15";"ND";"5";"ND";"ND";"1";"70";"ND";"15";"ND";"1000";NA;"-53,72088706";"-3,913294781";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,913295";"-53,720887";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,72088706, -3,913294781)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-086";"DAF236";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"15";"100";"< 1";"ND";"< 0,05";"ND";"5";"100";"10";"5";"20";"0,15";"100";"5";"15";"20";"50";"ND";"15";"ND";"ND";"1";"100";"ND";"15";"ND";"700";NA;"-53,72088706";"-3,913294781";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,913295";"-53,720887";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,72088706, -3,913294781)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-087";"DAF237";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"20";"70";"< 1";"ND";"< 0,05";"ND";"5";"70";"10";"2";"20";"0,03";"200";"5";"20";"15";"20";"ND";"10";"ND";"ND";"> 1";"100";"ND";"20";"ND";"> 1000";NA;"-53,72088706";"-3,913294781";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,913295";"-53,720887";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,72088706, -3,913294781)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-088";"DAF238";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"20";"70";"< 1";"ND";"< 0,05";"ND";"5";"70";"7";"1,5";"20";"0,05";"200";"5";"20";"10";"20";"ND";"7";"ND";"ND";"> 1";"70";"ND";"30";"ND";"> 1000";NA;"-53,72088706";"-3,913294781";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,913295";"-53,720887";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,72088706, -3,913294781)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-089";"DAF239";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"20";"50";"< 1";"ND";"< 0,05";"ND";"< 5";"70";"7";"1,5";"20";"0,03";"150";"5";"20";"10";"15";"ND";"7";"ND";"ND";"> 1";"70";"ND";"20";"ND";"> 1000";NA;"-53,72088706";"-3,913294781";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,913295";"-53,720887";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,72088706, -3,913294781)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-AV-L-090";"DAF240";"27485";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"20";"70";"< 1";"ND";"< 0,05";"ND";"< 5";"50";"7";"1,5";"20";"0,03";"300";"5";"20";"10";"20";"ND";"10";"ND";"ND";"> 1";"70";"ND";"30";"ND";"> 1000";NA;"-53,72088706";"-3,913294781";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,913295";"-53,720887";"5";"1521310";"1975-04-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amarela";NA;NA;NA;NA;"Solo nao Especificado";"Sedimentar";"Paleozoico";"Indeterminado";"Chuvas Diarias";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-53,72088706, -3,913294781)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539";"27576";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539";"27576";"HBr, Br";"Absorção Atômica";NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539";"27576";"HNO3 a Quente";"Absorção Atômica";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539";"27576";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-52,351587757, -3,255594079)";"< 50";NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539";"27576";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539";"27576";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"10";"50";"< 1";"ND";"< 0,05";"ND";"30";"150";"200";"15";"ND";"0,1";"2000";"< 5";"30";"70";"30";"ND";"50";"ND";"ND";"> 1";"500";"ND";"20";"ND";"500";NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539A";"27576";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B2";"Salino (Solontchak)";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539A";"27576";"HNO3 a Quente";"Absorção Atômica";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B2";"Salino (Solontchak)";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-024";"DAF539A";"27576";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,351587757";"-3,255594079";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,255594";"-52,351588";"5";"1521310";"1975-07-01";"Simples";"Solo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"91";"Marrom";NA;NA;NA;NA;"Solo Transportado";"Ignea Mafica/Ultramafica";"Mesozoico";"Indeterminado";"Chuvas Diarias";"Terras Cultivadas";"Planice";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B2";"Salino (Solontchak)";NA;"c(-52,351587757, -3,255594079)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";"HBr, Br";"Absorção Atômica";NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;"15";NA;NA;NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;"10";NA;NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amostra insuficiente para completar análise de U_ppm";"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;"0"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";"450";NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";NA;"Colorimetria";NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-108";"DAG229";"27668";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"100";"700";"1";"ND";"< 0,05";"ND";"5";"150";"30";"5";"70";"0,5";"100";"5";"20";"30";"50";"ND";"15";"ND";"100";"> 1";"150";"ND";"50";"ND";"700";NA;"-52,872658812";"-3,526794002";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,526794";"-52,872659";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,872658812, -3,526794002)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-109";"DAG230";"27668";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,87490638";"-3,534839948";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,53484";"-52,874906";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,87490638, -3,534839948)";NA;NA
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Solo";"1521-DM-L-109";"DAG230";"27668";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,87490638";"-3,534839948";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"-3,53484";"-52,874906";"5";"1521310";"1975-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Marrom";NA;NA;NA;NA;"Solo Residual";"Filhelho";NA;NA;"Chuvas Esparsas";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nao Identificado";"Nao Especificado";NA;"c(-52,87490638, -3,534839948)";NA;NA
