"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"F_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"RB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"U_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"AL2O3_T_PCT";"CA_PCT";"CAO_T_PCT";"CU_PCT";"FE_PCT";"FE2O3_T_PCT";"FEO_PCT";"K2O_PCT";"MG_PCT";"MGO_T_PCT";"NA2O_PCT";"P2O5_T_PCT";"PB_PCT";"PF_PCT";"RI_PCT";"SIO2_T_PCT";"TI_PCT";"TIO2_PCT";"ZN_PCT"
3635;"DAG563";;-52.964876354;-3.468957105;"1521-NR-R-336";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3636;"DAG563";;-52.964876354;-3.468957105;"1521-NR-R-336";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"275";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3637;"DAG563";;-52.964876354;-3.468957105;"1521-NR-R-336";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3638;"DAG563";;-52.964876354;-3.468957105;"1521-NR-R-336";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"300";"< 1";"ND";"ND";"50";"< 10";"200";;"ND";"2000";"ND";"< 10";"50";"50";;"ND";"30";"ND";"100";;"300";"ND";"30";"< 200";"150";;"3";;;"15";;;;"3";;;;;;;;"1";;
3639;"DAG563";;-52.964876354;-3.468957105;"1521-NR-R-336";"Sulfetos de Altamira-Itaituba";"Rocha";"";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14,9";;"8,9";;;"7,8";"8";"0,6";;"4,9000000000000004";"2,63";"0,25";;;;"49,6";;;
3640;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3641;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3642;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3643;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"45";;"180";;;;;;"45";"< 5";;;;;;;;;;"75";;;;;;;;;;;;;;;;;;;;
3644;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Fluorescência de Raios-X - Pastilha Prensada";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;"67";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3645;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3646;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"225";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3647;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3648;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"150";"< 1";"ND";"ND";"100";"10";"200";;"ND";"2000";"ND";"< 10";"100";"ND";;"ND";"50";"ND";"100";;"300";"ND";"30";"< 200";"150";;"3";;;"15";;;;"3";;;;;;;;"1";;
3649;"DAG564";;-52.966854951;-3.46276702;"1521-NR-R-337";"Sulfetos de Altamira-Itaituba";"Rocha";"";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,6";;"9,5";;;"3,7";"9,3000000000000007";"0,48";;"5,7";"2,4700000000000002";"0,23";;;;"50,9";;;
3650;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3651;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3652;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3653;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;;"< 5";;;;;;;;;;"< 5";;;;;;;;;;;;;;;;;;;;
3654;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3655;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"< 50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3656;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3657;"DAG759";;-52.967799251;-3.457056502;"1521-NR-R-338A";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"300";"1000";"< 1";"ND";"ND";"7";"700";"15";;"150";"< 10";"100";"10";"100";"ND";;"ND";"30";"ND";"< 100";;"200";"ND";"50";"ND";"200";;"< 0,05";;;"3";;;;"1";;;;;;;;"1";;
3658;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3659;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3660;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3661;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;;"ND";;;;;;;;;;"< 5";;;;;;;;;;;;;;;;;;;;
3662;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3663;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"< 50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3664;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3665;"DAG760";;-52.967799251;-3.457056502;"1521-NR-R-338B";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"200";"700";"1";"ND";"ND";"5";"500";"5";;"100";"< 10";"20";"10";"50";"ND";;"ND";"30";"ND";"< 100";;"200";"ND";"30";"ND";"150";;"< 0,05";;;"3";;;;"0,7";;;;;;;;"1";;
3666;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"35";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3667;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3668;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3669;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;;"< 5";;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;
3670;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3671;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"80";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3672;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3673;"DAG761";;-52.967799251;-3.457056502;"1521-NR-R-338C";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"500";"700";"< 1";"ND";"ND";"7";"500";"7";;"150";"< 10";"200";"10";"10";"ND";;"ND";"30";"ND";"< 100";;"300";"ND";"50";"ND";"200";;"< 0,05";;;"3";;;;"0,7";;;;;;;;"1";;
3674;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3675;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3676;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3677;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;;"< 5";;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;
3678;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3679;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"600";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3680;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3681;"DAG762";;-52.981728932;-3.45213644;"1521-NR-R-340";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"1000";"700";"1";"ND";"ND";"ND";"300";"7";;"100";"ND";"15";"< 10";"10";"ND";;"ND";"30";"ND";"ND";;"200";"ND";"30";"ND";"150";;"< 0,05";;;"1,5";;;;"1";;;;;;;;"1";;
3682;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3683;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3684;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3685;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"15";;"130";;;;;;"30";"< 5";;;;;;;;;;"35";;;;;;;;;;;;;;;;;;;;
3686;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Fluorescência de Raios-X - Pastilha Prensada";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;"65";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3687;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3688;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"160";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3689;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3690;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"150";"ND";"ND";"ND";"70";"70";"150";;"ND";"1500";"ND";"< 10";"150";"ND";;"ND";"70";"ND";"100";;"300";"ND";"30";"< 200";"70";;"3";;;"15";;;;"5";;;;;;;;"0,7";;
3691;"DAG565";;-52.975313046;-3.492304966;"1521-NR-R-341";"Sulfetos de Altamira-Itaituba";"Rocha";"";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11";;"11,2";;;"3,4";"7,1";"0,24";;"7,3";"2,25";"0,15";;;;"54,2";;;
3692;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3693;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3694;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3695;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"35";;"200";;;;;;"30";"20";;;;;;;;;;"190";;;;;;;;;;;;;;;;;;;;
3696;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Fluorescência de Raios-X - Pastilha Prensada";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;"52";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3697;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3698;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"250";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3699;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3700;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"300";"< 1";"ND";"ND";"70";"ND";"150";;"ND";"3000";"ND";"< 10";"70";"15";;"ND";"50";"ND";"100";;"500";"ND";"30";"200";"100";;"3";;;"15";;;;"2";;;;;;;;"1";;
3701;"DAG566";;-52.888042975;-3.42871455;"1521-NR-R-342";"Sulfetos de Altamira-Itaituba";"Rocha";"";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,3";;"9";;;"2,5";"10,1";"0,63";;"5,4";"2,44";"0,27";;;;"49,6";;;
3702;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3703;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3704;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"< 0,05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3705;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"35";;"210";;;;;;"20";"< 5";;;;;;;;;;"100";;;;;;;;;;;;;;;;;;;;
3706;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Fluorescência de Raios-X - Pastilha Prensada";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;"52";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3707;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3708;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"250";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3709;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3710;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"300";"< 1";"ND";"ND";"70";"ND";"200";;"ND";"3000";"ND";"< 10";"30";"ND";;"ND";"70";"ND";"100";;"1500";"ND";"30";"< 200";"150";;"3";;;"15";;;;"1,5";;;;;;;;"> 1";;
3711;"DAG567";;-52.954504261;-3.51642219;"1521-NR-R-344";"Sulfetos de Altamira-Itaituba";"Rocha";"";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10,7";;"8,1";;;"5,9";"12,2";"0,63";;"4,4000000000000004";"2,1800000000000002";"0,3";;;;"46,3";;;
3712;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3713;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3714;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3715;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"20";;"130";;;;;;"35";"5";;;;;;;;;;"60";;;;;;;;;;;;;;;;;;;;
3716;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Fluorescência de Raios-X - Pastilha Prensada";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;"< 50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3717;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
3718;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"160";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3719;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
3720;"DAG568";;-52.972063105;-3.521060277;"1521-NR-R-345";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"150";"< 1";"ND";"ND";"70";"300";"150";;"ND";"2000";"ND";"< 10";"150";"ND";;"ND";"70";"ND";"100";;"500";"ND";"30";"ND";"100";;"5";;;"15";;;;"5";;;;;;;;"1";;
