"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
316;"DAG230";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"20";;;;;;"20";;;;;;;;"10";;;;;;;
317;"DAG230";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
318;"DAG230";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"450";;;;;
319;"DAG230";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;
320;"DAG230";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"700";"1";"ND";"ND";"7";"200";"30";"70";"70";"5";"20";"30";"70";"ND";"20";"< 10";"100";"150";"ND";"50";"ND";"700";;;"< 0,05";"5";"0,5";"> 1"
321;"DAG230A";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
322;"DAG230A";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"20";;;;;;"20";;;;;;;;"10";;;;;;;
323;"DAG230A";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"475";;;;;
324;"DAG230A";;-52.87490638;-3.534839948;"1521-DM-L-109";"Sulfetos de Altamira-Itaituba";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
326;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
327;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;"10";;;;;;;;"5";;;;;;;
329;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
330;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"400";;;;;
331;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
332;"DAG231";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"200";"1000";"1,5";"ND";"ND";"5";"200";"20";"70";"50";"5";"20";"20";"30";"ND";"20";"ND";"300";"200";"ND";"50";"ND";"> 1000";;;"< 0,05";"2";"0,3";"> 1"
333;"DAG231A";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
334;"DAG231A";;-52.880195055;-3.530035124;"1521-DM-L-110";"Sulfetos de Altamira-Itaituba";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
335;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;
336;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;
337;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"< 0,05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"100";;;;;;"5";;;;;;;;"25";;;;;;;
339;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
340;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"110";;;;;
341;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
342;"DAG528";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"< 1";"ND";"ND";"15";"70";"150";"20";"1000";"10";"15";"50";"15";"ND";"50";"ND";"ND";"300";"ND";"30";"ND";"300";;;"< 0,05";"10";"0,15";"> 1"
343;"DAG528A";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;
344;"DAG528A";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;
345;"DAG528A";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"100";;;;;;"5";;;;;;;;"25";;;;;;;
346;"DAG528A";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
347;"DAG528A";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"120";;;;;
348;"DAG528A";;-52.966919778;-3.460023224;"1521-DM-L-152";"Sulfetos de Altamira-Itaituba";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
349;"DAE074";;-55.395498973;-4.119798956;"1521-HA-L-018";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"ND";"50";"< 1";"ND";"ND";"< 5";"20";"< 5";"20";"100";"ND";"10";"7";"15";"ND";"7";"ND";"ND";"50";"ND";"15";"ND";"700";;;"< 0,05";"1,05";"< 0,02";"0,03"
350;"DAE075";;-55.35010154;-4.085456349;"1521-HA-L-022";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"1,5";"ND";"ND";"5";"150";"20";"50";"50";"20";"10";"30";"30";"ND";"20";"< 10";"150";"100";"ND";"20";"ND";"150";;;"< 0,05";"3";"0,5";"0,3"
351;"DAE076";;-55.382919139;-4.10817346;"1521-HA-L-035";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"1,5";"ND";"ND";"5";"100";"15";"50";"70";"< 5";"10";"30";"30";"ND";"15";"< 10";"100";"100";"ND";"30";"ND";"700";;;"< 0,05";"3";"0,3";"0,5"
352;"DAE077";;-55.294392165;-4.094577936;"1521-HA-L-044";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"150";"1";"ND";"ND";"5";"20";"7";"30";"300";"ND";"20";"10";"30";"ND";"5";"ND";"ND";"30";"ND";"20";"ND";"> 1000";;;"< 0,05";"1,5";"7,0000000000000007E-2";"0,7"
353;"DAE078";;-55.307052469;-4.054832113;"1521-HA-L-060";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"300";"1,5";"ND";"ND";"5";"30";"7";"30";"200";"< 5";"15";"15";"30";"ND";"7";"< 10";"ND";"70";"ND";"15";"ND";"500";;;"0,05";"3";"0,3";"0,5"
354;"DAE079";;-55.30092483;-4.054651701;"1521-HA-L-063";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"200";"1";"ND";"ND";"5";"50";"7";"30";"70";"< 5";"15";"15";"20";"ND";"7";"ND";"100";"70";"ND";"15";"ND";"500";;;"< 0,05";"7";"0,2";"0,5"
355;"DAE080";;-55.273100117;-4.102043728;"1521-HA-L-103";"Sulfetos de Altamira-Itaituba";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"300";"1";"ND";"ND";"< 5";"100";"10";"30";"50";"15";"10";"20";"30";"ND";"10";"< 10";"100";"100";"ND";"15";"ND";"300";;;"< 0,05";"1,5";"0,3";"0,5"
