"";"N_LAB";"NUM_CAMPO";"LONG_DEC";"LAT_DEC";"UTM_LESTE";"UTM_NORTE";"MC";"PROJETO";"CLASSE";"LOTE";"REQUERENTE";"DATA"
"1";"IBV199";"MB0002";"-48,40262119";"-24,99146063";762177;7233486;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"2";"IBV200";"MB0012";"-48,50400662";"-24,97575962";751971;7235418;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"3";"IBV201";"MB0013";"-48,39985365";"-24,97097946";762500;7235750;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"4";"IBV202";"MB0017";"-48,39602775";"-24,96459499";762900;7236450;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"5";"IBV203";"MB0019";"-48,33829898";"-24,96139867";768738;7236691;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"6";"IBV204";"MB0029";"-48,46598556";"-24,9457211";755873;7238675;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"7";"IBV205";"MB0032";"-48,50296687";"-24,94241069";752144;7239111;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"8";"IBV206";"MB0032A";"-48,50296687";"-24,94241069";752144;7239111;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"9";"IBV207";"MB0035";"-48,27579388";"-24,9307574";775120;7239961;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"10";"IBV208";"MB0041";"-48,46825513";"-24,92138196";755694;7241376;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"11";"IBV209";"MB0060";"-48,4741481";"-24,89883699";755145;7243885;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"12";"IBV210";"MB0061";"-48,47102155";"-24,89784534";755463;7243989;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"13";"IBV211";"MB0064";"-48,4695557";"-24,89597025";755615;7244194;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"14";"IBV212";"MB0091";"-48,48702306";"-24,83472906";753975;7251012;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"15";"IBV213";"MB0091A";"-48,48702306";"-24,83472906";753975;7251012;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"16";"IBV214";"MB0092";"-48,49113052";"-24,83703646";753555;7250764;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"17";"IBV215";"MB0116";"-48,46069699";"-24,77932738";756751;7257101;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"18";"IBV216";"MB0117";"-48,43860454";"-24,76861668";759008;7258246;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"19";"IBV217";"MB0120";"-48,42018137";"-24,76228937";760885;7258912;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"20";"IBV218";"MB0122";"-48,41954119";"-24,75978733";760955;7259188;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"21";"IBV219";"MB0122A";"-48,41954119";"-24,75978733";760955;7259188;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"22";"IBV220";"MB0126";"-48,48914059";"-24,7689314";753895;7258306;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"23";"IBV221";"MB0249";"-48,50215582";"-24,94826373";752214;7238461;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"24";"IBV222";"MB0250";"-48,46667009";"-24,7947992";756115;7255398;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"25";"IBV223";"MB0250A";"-48,46667009";"-24,7947992";756115;7255398;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"26";"IBV224";"MB0251";"-48,43736103";"-24,79978737";759069;7254790;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"27";"IBV225";"MB0257";"-48,47884766";"-24,89546877";754677;7244267;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"28";"IBV226";"MB0258";"-48,4645231";"-24,91803324";756078;7241740;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"29";"IBV227";"MB0260";"-48,45637205";"-24,93856251";756859;7239450;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"30";"IBV228";"MB0264";"-48,57879249";"-24,67446044";745011;7268936;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"31";"IBV229";"MB0265";"-48,57751142";"-24,68554198";745119;7267706;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"32";"IBV230";"MB0266";"-48,57039143";"-24,69405586";745823;7266750;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"33";"IBV231";"MB0267";"-48,55135561";"-24,71161795";747715;7264770;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"34";"IBV232";"MB0268";"-48,54243754";"-24,71893655";748603;7263943;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"35";"IBV233";"MB0269";"-48,53711513";"-24,72577212";749128;7263176;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"36";"IBV234";"MB0270";"-48,53039166";"-24,72595934";749808;7263143;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"37";"IBV235";"RB0021";"-48,33148273";"-24,94970681";769452;7237973;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"38";"IBV236";"RB0039";"-48,45534685";"-24,93064778";756979;7240325;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"39";"IBV237";"RB0045";"-48,44074491";"-24,92981099";758456;7240390;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"40";"IBV238";"RB0045A";"-48,44074491";"-24,92981099";758456;7240390;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"41";"IBV239";"RB0202";"-48,4104509";"-24,60719992";762194;7276077;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"42";"IBV240";"RB0205";"-48,41021108";"-24,6073402";762218;7276061;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"43";"IBV241";"RB0215";"-48,41349111";"-24,58561805";761931;7278474;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"44";"IBV242";"RB0226";"-48,45407075";"-24,55524339";757882;7281916;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"45";"IBV243";"RB0236";"-48,49520746";"-24,54005637";753744;7283675;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"46";"IBV244";"RB0256";"-48,4754991";"-24,88155793";755044;7245802;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"47";"IBV245";"RB0259";"-48,44073912";"-24,92961234";758457;7240412;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"48";"IBV246";"RB0261";"-48,58474925";"-24,61440545";744525;7275600;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"49";"IBV247";"RB0262";"-48,53603018";"-24,63423964";749420;7273315;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"50";"IBV248";"RB0263";"-48,5621462";"-24,65473067";746735;7271092;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1513/SP";500;"10/2008"
"51";"IBV249";"MB0002";"-48,40262119";"-24,99146063";762177;7233486;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"52";"IBV250";"MB0012";"-48,50400662";"-24,97575962";751971;7235418;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"53";"IBV251";"MB0017";"-48,39602775";"-24,96459499";762900;7236450;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"54";"IBV252";"MB0019";"-48,33829898";"-24,96139867";768738;7236691;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"55";"IBV253";"MB0029";"-48,46598556";"-24,9457211";755873;7238675;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"56";"IBV254";"MB0032";"-48,50296687";"-24,94241069";752144;7239111;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"57";"IBV255";"MB0035";"-48,27579388";"-24,9307574";775120;7239961;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"58";"IBV256";"MB0041";"-48,46825513";"-24,92138196";755694;7241376;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"59";"IBV257";"MB0060";"-48,4741481";"-24,89883699";755145;7243885;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"60";"IBV258";"MB0064";"-48,4695557";"-24,89597025";755615;7244194;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"61";"IBV259";"MB0091";"-48,48702306";"-24,83472906";753975;7251012;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"62";"IBV260";"MB0092";"-48,49113052";"-24,83703646";753555;7250764;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"63";"IBV261";"MB0116";"-48,46069699";"-24,77932738";756751;7257101;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"64";"IBV262";"MB0117";"-48,43860454";"-24,76861668";759008;7258246;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"65";"IBV263";"MB0120";"-48,42018137";"-24,76228937";760885;7258912;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"66";"IBV264";"MB0122";"-48,41954119";"-24,75978733";760955;7259188;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"67";"IBV265";"MB0126";"-48,48914059";"-24,7689314";753895;7258306;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"68";"IBV266";"MB0249";"-48,50215582";"-24,94826373";752214;7238461;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"69";"IBV267";"MB0250";"-48,46667009";"-24,7947992";756115;7255398;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"70";"IBV268";"MB0251";"-48,43736103";"-24,79978737";759069;7254790;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"71";"IBV269";"MB0257";"-48,47884766";"-24,89546877";754677;7244267;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"72";"IBV270";"MB0258";"-48,4645231";"-24,91803324";756078;7241740;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"73";"IBV271";"MB0260";"-48,45637205";"-24,93856251";756859;7239450;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"74";"IBV272";"MB0264";"-48,57879249";"-24,67446044";745011;7268936;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"75";"IBV273";"MB0265";"-48,57751142";"-24,68554198";745119;7267706;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"76";"IBV274";"MB0266";"-48,57039143";"-24,69405586";745823;7266750;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"77";"IBV275";"MB0267";"-48,55135561";"-24,71161795";747715;7264770;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"78";"IBV276";"MB0268";"-48,54243736";"-24,71894557";748603;7263942;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"79";"IBV277";"MB0269";"-48,53713489";"-24,72577244";749126;7263176;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"80";"IBV278";"MB0270";"-48,53039166";"-24,72595934";749808;7263143;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"81";"IBV279";"RB0045";"-48,44074491";"-24,92981099";758456;7240390;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"82";"IBV280";"RB0202";"-48,4104509";"-24,60719992";762194;7276077;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"83";"IBV281";"RB0215";"-48,41349111";"-24,58561805";761931;7278474;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"84";"IBV282";"RB0256";"-48,4754991";"-24,88155793";755044;7245802;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"85";"IBV283";"RB0259";"-48,44073912";"-24,92961234";758457;7240412;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"86";"IBV284";"RB0261";"-48,58474925";"-24,61440545";744525;7275600;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"87";"IBV285";"RB0262";"-48,53603018";"-24,63423964";749420;7273315;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"88";"IBV286";"RB0263";"-48,5621462";"-24,65473067";746735;7271092;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1514/SP";500;"10/2008"
"89";"IBV287";"RB0014";"-48,37085071";"-24,96555118";765441;7236295;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"90";"IBV288";"RB0020";"-48,42047816";"-24,95575192";760449;7237477;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"91";"IBV289";"RB0022";"-48,4220528";"-24,95429906";760293;7237641;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"92";"IBV290";"RB0028";"-48,31210687";"-24,94669596";771416;7238268;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"93";"IBV291";"RB0030";"-48,31235145";"-24,93862325";771409;7239163;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"94";"IBV292";"RB0037";"-48,2780561";"-24,92914727";774895;7240144;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"95";"IBV293";"RB0042";"-48,25739338";"-24,91877818";777006;7241251;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"96";"IBV294";"RB0043";"-48,30650948";"-24,91961095";772041;7241258;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"97";"IBV295";"RB0044";"-48,25686791";"-24,91882265";777059;7241245;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"98";"IBV296";"RB0062";"-48,23659095";"-24,89263824";779167;7244105;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"99";"IBV297";"RB0071";"-48,21569903";"-24,87307297";781323;7246230;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"100";"IBV298";"RB0072";"-48,21258365";"-24,87128213";781642;7246422;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"101";"IBV299";"RB0073";"-48,48451668";"-24,87159258";754153;7246923;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"102";"IBV300";"RB0078";"-48,46015718";"-24,85960028";756640;7248206;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"103";"IBV301";"RB0083";"-48,4779155";"-24,85318634";754858;7248950;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"104";"IBV302";"RB0084";"-48,23493962";"-24,84238678";779447;7249670;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"105";"IBV303";"RB0088";"-48,21973248";"-24,83693348";780997;7250243;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"106";"IBV304";"RB0088A";"-48,21973248";"-24,83693348";780997;7250243;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"107";"IBV305";"RB0093";"-48,33791838";"-24,8241865";769074;7251894;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"108";"IBV306";"RB0096";"-48,363597";"-24,81685313";766493;7252757;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"109";"IBV307";"RB0099";"-48,21225371";"-24,81056032";781813;7253150;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"110";"IBV308";"RB0101";"-48,23763822";"-24,80145662";779266;7254211;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"111";"IBV309";"RB0105";"-48,2371469";"-24,8013212";779316;7254225;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"112";"IBV310";"RB0106";"-48,40631709";"-24,79967635";762209;7254743;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"113";"IBV311";"RB0109";"-48,46932244";"-24,79418524";755848;7255471;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"114";"IBV312";"RB0110";"-48,46593067";"-24,79420904";756191;7255462;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"115";"IBV313";"RB0111";"-48,1823981";"-24,78812584";784884;7255574;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"116";"IBV314";"RB0112";"-48,19232188";"-24,78070499";783897;7256417;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"117";"IBV315";"RB0112A";"-48,19232188";"-24,78070499";783897;7256417;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"118";"IBV316";"RB0114";"-48,21574911";"-24,7753672";781539;7257057;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"119";"IBV317";"RB0119";"-48,17139075";"-24,76394987";786053;7258230;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"120";"IBV318";"RB0124";"-48,17303166";"-24,75520935";785907;7259202;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"121";"IBV319";"RB0125";"-48,16292305";"-24,75602884";786928;7259090;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"122";"IBV320";"RB0128";"-48,15196156";"-24,75047846";788050;7259682;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"123";"IBV321";"RB0129";"-48,48917838";"-24,75624188";753917;7259712;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"124";"IBV322";"RB0136";"-48,128614";"-24,73743508";790443;7261078;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"125";"IBV323";"RB0137";"-48,10761189";"-24,7346848";792575;7261338;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"126";"IBV324";"RB0139";"-48,11995183";"-24,7300045";791337;7261883;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"127";"IBV325";"RB0141";"-48,11404464";"-24,72781533";791940;7262113;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"128";"IBV326";"RB0151";"-48,44990553";"-24,72008068";757965;7263645;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"129";"IBV327";"RB0157";"-48,49164704";"-24,70514332";753771;7265378;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"130";"IBV328";"RB0187";"-48,27298067";"-24,59250542";776152;7277436;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"131";"IBV329";"RB0204";"-48,207239";"-24,60262527";782790;7276181;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"132";"IBV330";"RB0206";"-48,35779054";"-24,60126597";767541;7276633;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"133";"IBV331";"RB0208";"-48,3924843";"-24,59813485";764033;7277047;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"134";"IBV332";"RB0252";"-48,39814988";"-24,8011139";763032;7254568;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"135";"IBV333";"RB0253";"-48,39633858";"-24,79931342";763219;7254764;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"136";"IBV334";"RB0255";"-48,45988896";"-24,85917152";756668;7248253;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"137";"IBV335";"RB0256A";"-48,4754991";"-24,88155793";755044;7245802;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"138";"IBV336";"RB0271";"-48,48841092";"-24,83653045";753831;7250815;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1515/SP";500;"12/2008"
"139";"IBV337";"RB0014";"-48,37085071";"-24,96555118";765441;7236295;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"140";"IBV338";"RB0020";"-48,42047816";"-24,95575192";760449;7237477;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"141";"IBV339";"RB0022";"-48,4220528";"-24,95429906";760293;7237641;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"142";"IBV340";"RB0028";"-48,31210687";"-24,94669596";771416;7238268;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"143";"IBV341";"RB0030";"-48,31235145";"-24,93862325";771409;7239163;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"144";"IBV342";"RB0037";"-48,2780561";"-24,92914727";774895;7240144;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"145";"IBV343";"RB0042";"-48,25739338";"-24,91877818";777006;7241251;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"146";"IBV344";"RB0044";"-48,25686791";"-24,91882265";777059;7241245;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"147";"IBV345";"RB0062";"-48,23659095";"-24,89263824";779167;7244105;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"148";"IBV346";"RB0066";"-48,34247667";"-24,88203632";768488;7245493;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"149";"IBV347";"RB0071";"-48,21569903";"-24,87307297";781323;7246230;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"150";"IBV348";"RB0072";"-48,21258365";"-24,87128213";781642;7246422;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"151";"IBV349";"RB0073";"-48,48451668";"-24,87159258";754153;7246923;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
